רבי,3376
לא,3079
את,2916
על,2915
אומר,2576
אם,1875
של,1712
אין,1622
לו,1486
כל,1387
אחד,1371
מן,1299
זה,1284
בית,1162
עד,1129
או,1076
אלא,986
אמר,985
אומרים,935
הרי,868
שלא,836
אינו,816
בן,752
יהודה,751
טמא,749
הוא,744
אחת,742
בין,733
שהוא,677
היה,658
בו,651
אלו,627
חכמים,612
אף,611
אבל,582
חיב,577
מפני,545
שמעון,542
טהור,530
טמאה,513
יש,486
מה,485
שני,478
שאין,472
היו,469
כן,444
אליעזר,441
יוסי,429
אחר,429
בה,428
דברי,423
לה,420
יום,416
עליו,408
זו,400
שנים,400
אמרו,392
פי,387
שם,373
מאיר,368
היא,366
מת,361
שלשה,360
שמאי,359
הלל,346
מי,344
שתי,344
אפלו,343
עקיבא,339
אדם,338
כך,336
שנאמר,336
פטור,335
מטמא,326
חוץ,321
אסור,320
הבית,305
כדי,300
הן,290
משום,282
שיש,282
היתה,281
נותן,280
ישראל,277
שלש,274
להם,272
כיצד,262
בהן,258
מעשר,256
מקום,254
לי,250
דברים,243
דין,241
רבן,239
אותו,239
עם,238
טהורה,235
גמליאל,235
עשר,235
שהיא,235
אני,234
תרומה,233
מתר,233
אינן,233
מהן,226
בא,223
אינה,223
יהושע,220
בעל,219
עליה,216
ספק,215
חטאת,214
כהן,212
ביום,205
הכל,205
דבר,205
שאינו,198
בכל,192
עשרה,189
בזמן,188
בבית,183
כשר,183
מעשה,182
גדול,181
שהן,180
חיבין,178
חמש,178
מטמאין,175
כלי,175
בהמה,174
פסול,173
להן,173
אכל,172
ארבעה,171
לאחר,171
אמה,171
ממנו,169
לתוך,168
מביא,168
ארבע,166
בשבת,165
נתן,164
כלן,164
אל,162
לך,161
עולה,159
טפח,158
המים,156
עשה,155
טוב,154
גבי,154
בני,154
בתוך,153
האשה,152
יצא,149
הטמאה,148
לפני,148
פרות,148
יכול,147
כלים,146
בת,145
נזיר,145
מים,145
מכאן,144
שתים,144
בפני,143
לאו,143
גט,142
טמאין,142
עושה,141
צריך,141
נוטל,141
חברו,140
לבית,138
חמשה,137
לכהן,137
הרבים,137
טפחים,137
יין,137
יתן,136
לשם,135
שהיה,135
ברשות,134
שלו,133
אלעזר,133
בלבד,131
בחוץ,128
מחצה,128
דם,127
אתה,127
משלם,126
