את,9623
יהוה,6107
אשר,4935
לא,4926
אל,4863
כי,4484
על,4090
כל,3904
ישראל,2300
יאמר,2164
ס,1961
בני,1928
בן,1670
עד,1347
איש,1272
הוא,1240
לו,1178
פ,1175
בית,1101
אם,1094
המלך,1088
מלך,1065
אמר,1005
לך,996
הארץ,973
לאמר,937
הנה,887
שם,886
אני,871
יהי,866
אתה,860
דבר,856
מן,820
העם,787
לי,760
גם,757
היה,752
משה,745
עם,724
יהודה,723
הזה,717
לפני,702
אלהים,671
להם,652
דוד,638
עשה,627
אין,623
אדני,614
אתו,611
אתם,605
ביום,580
ליהוה,580
כה,576
כן,571
בכל,560
מה,538
אחד,520
אלהי,516
ארץ,516
כאשר,511
מצרים,493
לכם,478
אלה,478
אלי,470
היום,464
מי,459
אליו,435
בארץ,434
שנה,433
יהיה,423
עתה,423
שאול,420
עוד,418
עליו,411
נא,408
נתן,406
לכל,396
ירושלם,381
אדם,377
נאם,375
זה,374
האלהים,373
בו,371
פני,371
ההוא,371
יבא,368
ישב,364
יאמרו,364
הכהן,362
אנכי,357
אתכם,351
שנים,351
אחרי,351
די,350
אלהיך,343
יצא,342
העיר,336
בא,333
יתן,323
טוב,322
או,321
ביד,318
אהרן,313
תחת,309
דברי,307
מאות,302
אלף,300
עשרים,298
בנו,298
בין,294
ימים,293
היו,293
האלה,292
בה,291
מאד,291
מים,290
עשו,289
צבאות,286
עשר,286
יעקב,284
עמו,282
זהב,276
זאת,276
הזאת,275
המה,274
יקרא,261
למען,260
עלי,260
שלמה,260
תאמר,259
לחם,259
דויד,257
אליך,257
יבאו,256
יום,256
עמי,254
רוח,253
יקח,253
ילך,251
מכל,250
ישלח,245
שני,245
הבית,245
הדבר,243
לנו,243
כסף,243
יעש,241
פרעה,240
ידבר,239
השמים,238
לה,236
לבני,235
היא,235
יהיו,232
עליהם,232
שבע,231
בת,228
בבל,228
עמך,224
אחיו,224
רב,223
נתתי,223
דרך,223
לעשות,222
יוסף,222
מעל,222
הם,221
פלשתים,220
לב,219
ירא,215
אשה,215
עולם,214
יהושע,211
אבי,211
הכהנים,210
סביב,210
היתה,209
יען,208
אף,206
בירושלם,206
עליך,206
הלוים,205
צוה,204
ישבו,203
שמע,203
אביו,202
לכן,201
בניו,200
עשרה,200
חרב,200
שמו,199
לבית,199
מפני,198
בתוך,197
קול,195
אחת,195
ראה,192
שמה,191
קדש,191
אותם,190
אנשי,188
גדול,188
עלה,187
בבית,186
האיש,185
שרי,184
שמעו,182
הנני,181
הגוים,181
רבים,180
למה,179
רעה,178
נפשי,178
עליה,177
בעיני,176
אלהינו,176
ממנו,173
אמרת,173
אש,172
עשית,172
ידו,172
ראש,171
באו,171
מואב,170
בך,168
שש,167
יעשה,167
שלח,167
מארץ,167
אליהם,167
תהיה,165
חמש,165
משפט,164
עבדי,164
למלך,164
שלשים,164
יד,162
אך,162
אפרים,162
מועד,161
נפש,161
המזבח,160
אלהיכם,160
בהם,160
בי,159
חי,158
מאת,158
לעולם,158
ילכו,157
אתי,157
